docid,lang
test8644,it
test8645,hi
test8646,ne
test8647,es
test8648,it
test8649,de
test8650,mr
test8651,it
test8652,ne
test8653,de
test8654,it
test8655,ru
test8656,es
test8657,ru
test8658,ru
test8659,fa
test8660,it
test8661,it
test8662,it
test8663,ar
test8664,it
test8665,it
test8666,fr
test8667,it
test8668,it
test8669,it
test8670,de
test8671,nl
test8672,fr
test8673,ne
test8674,fr
test8675,bg
test8676,de
test8677,en
test8678,mr
test8679,ru
test8680,ar
test8681,ru
test8682,it
test8683,ne
test8684,mr
test8685,bg
test8686,en
test8687,en
test8688,mr
test8689,it
test8690,fr
test8691,en
test8692,fa
test8693,fr
test8694,he
test8695,ru
test8696,bg
test8697,ar
test8698,it
test8699,de
test8700,it
test8701,de
test8702,it
test8703,es
test8704,it
test8705,it
test8706,it
test8707,ru
test8708,en
test8709,fr
test8710,fr
test8711,es
test8712,bg
test8713,en
test8714,uk
test8715,es
test8716,fa
test8717,es
test8718,it
test8719,bg
test8720,uk
test8721,de
test8722,it
test8723,ur
test8724,es
test8725,it
test8726,it
test8727,ne
test8728,ar
test8729,es
test8730,en
test8731,en
test8732,uk
test8733,en
test8734,it
test8735,it
test8736,en
test8737,it
test8738,es
test8739,en
test8740,bg
test8741,bg
test8742,en
test8743,es
test8744,es
test8745,it
test8746,es
test8747,nl
test8748,en
test8749,es
test8750,ko
test8751,en
test8752,fa
test8753,en
test8754,nl
test8755,de
test8756,it
test8757,es
test8758,it
test8759,it
test8760,it
test8761,en
test8762,bg
test8763,it
test8764,ar
test8765,ur
test8766,en
test8767,it
test8768,mr
test8769,en
test8770,fr
test8771,en
test8772,nl
test8773,en
test8774,it
test8775,en
test8776,de
test8777,en
test8778,en
test8779,bg
test8780,ru
test8781,bg
test8782,ru
test8783,es
test8784,de
test8785,en
test8786,fa
test8787,it
test8788,nl
test8789,en
test8790,fa
test8791,fa
test8792,en
test8793,it
test8794,fr
test8795,ru
test8796,ru
test8797,it
test8798,ru
test8799,fa
test8800,ko
test8801,ru
test8802,de
test8803,bg
test8804,en
test8805,en
test8806,bg
test8807,it
test8808,fr
test8809,en
test8810,it
test8811,it
test8812,bg
test8813,it
test8814,bg
test8815,fa
test8816,he
test8817,fr
test8818,it
test8819,bg
test8820,it
test8821,it
test8822,ru
test8823,fr
test8824,de
test8825,bg
test8826,hi
test8827,nl
test8828,it
test8829,de
test8830,uk
test8831,es
test8832,en
test8833,es
test8834,fr
test8835,en
test8836,fr
test8837,it
test8838,fr
test8839,ne
test8840,fr
test8841,it
test8842,ru
test8843,fr
test8844,it
test8845,it
test8846,it
test8847,es
test8848,it
test8849,en
test8850,fa
test8851,it
test8852,nl
test8853,mr
test8854,it
test8855,nl
test8856,mr
test8857,ar
test8858,de
test8859,ru
test8860,fa
test8861,it
test8862,es
test8863,en
test8864,ru
test8865,mr
test8866,fr
test8867,en
test8868,fr
test8869,it
test8870,en
test8871,it
test8872,de
test8873,uk
test8874,es
test8875,it
test8876,ne
test8877,ne
test8878,en
test8879,ne
test8880,nl
test8881,en
test8882,it
test8883,en
test8884,en
test8885,fr
test8886,ar
test8887,ru
test8888,hi
test8889,fr
